id,Organisations,Locations
641564,"['VC', 'fintech', 'SME', 'Accion', 'ZestMoney', 'Contabilizei', 'IndiaMart', 'Quona']","['US', 'Lulalend', 'Singapore', 'Klar', 'Mexico', 'Asia', 'Brazil', 'Pakistan', 'Qualgro', 'India', 'Finja', 'Africa', 'Koinworks']"
641586,"['YCH', 'SGInnovate', 'SCAngels']","['Asia', 'Singapore', 'KrAsia']"
641553,"['Party', 'NLP', 'Laboratik', 'Crunchbase']","['Japan', 'Tokyo']"
641546,"['JV', 'Lang', 'AIS']","['Singtel', 'AIS']"
641436,"['MoolahSense', 'WeLend', 'AR', 'fintech', 'eBay', 'Minterest', 'Validus', 'CoAssets']","['Oceania', 'Airbnb', 'Singapore', 'AI', 'Thailand', 'Asia', 'Uber', 'Malaysia', 'Australia', 'Indonesia', 'China']"
641338,"['Alibaba', 'Octava', 'Ride']","['Asia', 'Sea', 'Edtech', 'Indonesia']"
641217,[],"['Asia', 'Tech', 'Grab']"
641520,"['Klook', 'Softbank']",[]
641497,['Starbucks'],"['US', 'China']"
641495,"['Salesken', 'AI', 'Bengaluru']",['AI']
641388,"['VC', 'Stoqo', 'SEC']","['US', 'Singapore', 'Asia', 'Malaysia', 'Philippines', 'Vietnam', 'Thailand', 'Indonesia']"
641395,"['Apple', 'VC']","['Airbnb', 'Apple', 'China']"
641362,"['app', 'Mohit', 'IBEF', 'COO', 'Osmo', 'Mrinal']","['US', 'Singapore', 'Asia', 'Byju', 'India', 'Africa']"
641418,"['WeWork', 'Softbank', 'Oyo', 'SoftBank']","['US', 'Lianjia', 'Ziroom', 'Beijing', 'China']"
641361,"['Gojek', 'Hananto', 'fintech', 'SME']","['Sayurbox', 'Qoala', 'Asia', 'Patamar', 'India', 'Hananto', 'Philippines', 'GoPay', 'Vietnam', 'Mapan', 'Indonesia', 'Jakarta']"
641396,"['app', 'Paktor', 'GoodNight', 'Phua', 'Goodnight']","['Singapore', 'Asia', 'Vietnam', 'Taiwan', 'Tech', 'Thailand']"
641381,"['Cheq', 'fintech', 'SmartCompany']","['US', 'London', 'UK', 'Manila', 'Sydney', 'Australia']"
641351,['Arches'],"['US', 'Singapore', 'Tashkent', 'Shanghai', 'Asia', 'Japan', 'Europe', 'Vietnam', 'Tokyo']"
641312,[],"['Singapore', 'Hanoi', 'Malhi', 'Australia', 'Danang', 'Malaysia', 'Vietnam', 'Thailand', 'KrAsia']"
641270,"['app', 'Venture', 'AR', 'DNS']",['China']
641271,"['ESPL', 'Deloitte']","['US', 'Singapore', 'Asia', 'Europe', 'Australia']"
640883,"['WeWork', 'Oyo', 'SoftBank']",[]
641253,"['AdAsia', 'Lyft', 'Grove', 'AnyMind', 'CastingAsia']","['Singapore', 'Asia', 'India', 'Japan', 'Thailand']"
641251,"['Oyo', 'SoftBank']","['US', 'India', 'China']"
640949,"['app', 'CLSA', 'Next', 'Blibli', 'Alfamart', 'Bizzy', 'Alibaba']","['Bukalapak', 'Asia', 'Tokopedia', 'Philippines', 'Truckway', 'Indonesia', 'Pekanbaru', 'Jakarta']"
641131,"['OCBC', 'fintech', 'app', 'DBS', 'Kristal', 'DigiPortfolio', 'Autowealth', 'LFMC', 'Bento', 'GrabInvest', 'RoboInvest', 'Digibank', 'MAS']","['Singapore', 'Asia', 'Kapronasia', 'Bento', 'Philippines', 'Tech', 'Thailand', 'Indonesia', 'Grab', 'China']"
641192,"['SeaMoney', 'Shopee']","['Singapore', 'Garena', 'Sea', 'Shopee', 'Indonesia']"
641052,"['Dentsu', 'Lark']","['Singapore', 'Lark']"
641023,"['USD', 'SGD', 'app', 'Hoolah']","['Singapore', 'Asia', 'Melbourne', 'Hoolah', 'Malaysia', 'Lazada']"
641168,"['Leap', 'Cred', 'fintech']","['Bangalore', 'US']"
641115,"['app', 'fintech', 'Finmas', 'Oriente', 'Skype', 'KPMG']","['Cashalo', 'Oriente', 'Philippines', 'AI']"
641163,"['GVV', 'GrabPay']","['Qoala', 'Indonesia', 'Jakarta']"
641155,"['Pinduoduo', 'app', 'TMT']","['Feishu', 'Duoshan', 'Pinduoduo', 'Taobao', 'Alibaba']"
641122,"['AI', 'ECG', 'TeamFund', 'InstaEcho', 'DeepRhythm', 'Tricog', 'EDBI']","['US', 'Singapore', 'Dasgupta', 'AI', 'Asia', 'Udayan', 'Europe', 'India', 'Japan', 'Tricog', 'Africa', 'China']"
641078,"['Nulab', 'NuSpace']","['Singapore', 'Japan', 'Amsterdam', 'Cacoo', 'Kyoto', 'Nulab', 'Tokyo', 'Fukuoka']"
641073,"['Facebook', 'InnoVen', 'Bounce', 'Bengaluru']","['Hyderabad', 'Bounce', 'India', 'Bengaluru']"
641049,"['RemitPro', 'KreditPro', 'KasPro', 'Mastercard']","['Digiasia', 'Asia', 'Mastercard', 'Indonesia', 'Jakarta']"
640999,"['Gojek', 'Apple', 'Microsoft', 'Google']","['US', 'Bukalapak', 'Asia', 'Tokopedia', 'Indonesia', 'Grab', 'China']"
641040,"['STI', 'Tran']","['Asia', 'US', 'Japan', 'Vietnam']"
640928,"['Edtech', 'fintech', 'app', 'Homes', 'Gojek', 'MVL', 'Toyota', 'Octava', 'Tada', 'SoftBank']","['Karachi', 'Singapore', 'Edtech', 'Laos', 'Rawalpindi', 'Asia', 'Islamabad', 'India', 'Cambodia', 'Rupeek', 'Vietnam', 'Indonesia', 'Tech']"
640794,['Bukalapak'],"['Bukalapak', 'Suitmedia']"
640905,"['Glovo', 'Carriage', 'Grubhub', 'Zomato', 'Foodpanda', 'Pandamart']","['US', 'Swiggy', 'Singapore', 'Dubai', 'Taiwan', 'India', 'Alibaba', 'Zomato', 'China']"
640938,"['Globe', 'fintech']","['VC', 'Singapore', 'AI', 'Manila', 'Philippines', 'Malaysia', 'Indonesia']"
640990,"['Facebook', 'USD', 'SGD', 'HSBC', 'Tech', 'CXA']","['Singapore', 'Shanghai', 'Asia', 'Beijing', 'Tech', 'Jakarta']"
640975,"['TechCrunch', 'Spinny']","['US', 'Infosys', 'Bangalore', 'India', 'Hyderabad', 'Korea']"
640970,"['LoanTap', 'fintech', 'Walmart', 'SMEcorner', 'NBFC', 'Paytm', 'Alibaba', 'SoftBank']","['Mumbai', 'KrAsia', 'India', 'Bhatia']"
640918,"['iPrice', 'Iprice', 'Google']","['Singapore', 'Philippines', 'Malaysia', 'Vietnam', 'Thailand']"
640919,"['MOX', 'Facebook', 'Flickstree', 'SOSV', 'Samsung']","['Mumbai', 'Xiaomi', 'India', 'AI']"
640906,"['Arrive', 'app']","['US', 'Singapore', 'Asia', 'Philippines', 'Vietnam', 'Indonesia']"
640871,['FlixStock'],"['US', 'Singapore']"
640814,"['Snapask', 'app', 'Surabaya', 'rupiah', 'Starbucks', 'Ruangguru', 'Sofasoda', 'McDonald']","['Snapask', 'US', 'Singapore', 'HK', 'Asia', 'Japan', 'Seoul', 'Taiwan', 'Udemy', 'Malaysia', 'Vietnam', 'Taipei', 'Thailand', 'Indonesia', 'Jakarta']"
640672,"['Oyo', 'Understandably', 'SoftBank']","['Asia', 'Crocodile', 'Yangtze', 'Alibaba', 'China']"
640792,"['app', 'MusicKing', 'Cuong', 'SensorTower', 'Facebook', 'Amanotes', 'Carousell', 'Bytedance', 'Forbes']","['US', 'Singapore', 'Amanotes', 'Binh', 'Launch', 'Vietnam']"
640801,"['VC', 'Oyo', 'Hmlet', 'RedDoorz']","['Singapore', 'KoolKost', 'Asia', 'Sydney', 'Indonesia', 'Tokyo']"
640793,"['app', 'fintech', 'Bengaluru', 'Amazon', 'PhonePe', 'Flipkart', 'Google', 'Paytm', 'SoftBank']","['Singapore', 'India', 'KrAsia']"
640773,"['Quest', 'VC', 'app', 'Ruangguru', 'SeedPlus', 'TED']","['Singapore', 'Asia', 'Byju', 'Alpha', 'Bangkok', 'India', 'Thailand', 'Jakarta']"
640409,"['fintech', 'Docdoc', 'Skyroam', 'IncuVest', 'Connex', 'Nokia', 'Anderson', 'SparkLabs']","['Smart', 'US', 'Singapore', 'AI', 'Asia', 'Songdo', 'Seoul', 'Taipei', 'Australia', 'Korea', 'Foundry']"
640746,"['app', 'ACRA', 'LinkedIn', 'Octava', 'MUFG', 'Shopee', 'Ryde', 'TIS']","['US', 'Singapore', 'Asia', 'Sea', 'Sydney', 'China']"
640752,"['MRI', 'AI']","['Mumbia', 'AI']"
640754,"['VC', 'Grab']","['Singapore', 'AI', 'Vietnam', 'Japan', 'Indonesia']"
640712,"['app', 'AI', 'InterviewBit', 'Doubnut', 'WeWork', 'Google', 'Ravishankar', 'KPMG', 'SoftBank']","['Unacademy', 'edtech', 'AI', 'Asia', 'Europe', 'MD', 'Delhi', 'India', 'Ravishankar', 'Chennai', 'China']"
640713,"['AI', 'Freddy', 'Natero', 'Crunchbase', 'Freshworks']","['US', 'California', 'AI']"
639082,[],['Asia']
640711,['WordPress'],"['Elementor', 'Israel']"
640668,"['app', 'Cheq', 'fintech', 'POD']","['Sydney', 'AI']"
640665,"['app', 'fintech', 'Revolut', 'YouTrip', 'USD', 'SGD', 'Nium', 'MAS', 'Digital']","['Mexico', 'Singapore', 'London', 'Asia', 'UK', 'Malaysia']"
640629,"['Foodpanda', 'Edelmann']","['Asia', 'Malay', 'Malaysia']"
640664,"['VC', 'LetsShave', 'RPA', 'MaxWholesale', 'TNA', 'TopDev', 'AFI', 'Monex', 'WhatsHalal', 'Navarasa', 'FundedHere', 'Milkyway', 'BitSonic', 'Hoolah', 'Mukherjee', 'Sygna', 'MandiExpress', 'SoftBank', 'Facebook', 'Mayfield', 'Avendus', 'DailySocial', 'Flipkart', 'UnboxRobotics']","['Unacademy', 'Singapore', 'AI', 'Onsitego', 'Launch', 'Cambodia', 'Nepal', 'TopDev', 'Foodmandu', 'Udaan', 'Infoedge', 'Taiwan', 'India', 'Indonesia', 'China', 'Asia', 'Laiye', 'Hoolah', 'Pakistan', 'Philippines', 'Japan', 'Vietnam', 'US', 'Clover', 'Europe', 'Mayfield', 'Malaysia', 'Beenext']"
640632,"['PonyPilot', 'Toyota']","['US', 'California', 'Guangzhou', 'China']"
640627,"['LetsShave', 'Dorco', 'LestShave', 'Lighting', 'FMCG']","['Ustraa', 'India']"
635491,['JLL'],['Asia']
640589,"['FATF', 'Monex', 'Sygna', 'BitSonic']","['Taiwan', 'Japan', 'Asia']"
640561,"['Snapask', 'Sofasoda', 'Lab', 'SOSV']","['Vietnam', 'Taipei', 'Singapore', 'Seoul']"
640509,"['medtech', 'healthtech', 'Development', 'MediSave', 'EDB', 'SGInnovate', 'GastroClear']","['US', 'Singapore', 'Asia', 'Italy', 'Japan', 'Europe', 'Mirxes', 'Malaysia', 'Philippines', 'Vietnam', 'Thailand', 'Indonesia', 'West', 'China']"
640555,"['JapanTaxi', 'Didi', 'SoftBank']","['Osaka', 'Mexico', 'DeNA', 'Tokyo', 'KrAsia', 'Beijing', 'Awaji', 'Japan', 'Hokkaido', 'Kyoto', 'China']"
640533,"['Slack', 'CrewScale', 'Crossover', 'Ola', 'Amazon', 'UpWork', 'Toptal', 'Indiez', 'GoScale', 'Agrawal', 'Gigster']","['US', 'Freelancer', 'Asia', 'Tokopedia', 'Asana', 'Texas']"
640532,"['app', 'fintech', 'GrabPay', 'Bento', 'GrabInvest', 'MUFG', 'Mastercard', 'TIS', 'Grab']","['Japan', 'Singapore', 'Tokyo', 'GrabPay']"
640520,"['Pune', 'fintech', 'Rupeek']","['Mumbai', 'Ahmedabad', 'Surat', 'Jaipur', 'India', 'Chennai']"
640505,"['Bukalapak', 'app', 'Gojek', 'MatahariMall', 'JD', 'Shopee', 'SimilarWeb']","['Asia', 'Indonesia', 'Jakarta']"
640357,"['SparkBeyond', 'GM', 'AI', 'CCO']","['US', 'Singapore', 'Zabka', 'London', 'AI', 'Melbourne', 'Israel', 'Japan']"
640467,"['Tech', 'Java', 'EV']","['Asia', 'Indonesia', 'Jakarta']"
640444,"['fintech', 'PhillipBank', 'TransferWise', 'Nium', 'Frente']","['US', 'Mexico', 'Singapore', 'Kasikornbank', 'Asia', 'Zilingo', 'Europe', 'Brazil', 'Nium', 'Cambodia', 'Malaysia', 'India', 'Japan', 'Australia', 'Indonesia']"
